coral_number,site,habitat,transect,taxa,x,y,z,length_2013,width_2013,height_2013,observer_2013,note_2013,note_extra_2013,fusion_group_2013,fission_group_2013,growth_ratio_2013,dynamics_2013,length_2014,width_2014,height_2014,observer_2014,note_2014,note_extra_2014,fusion_group_2014,fission_group_2014,growth_ratio_2014,dynamics_2014,length_2015,width_2015,height_2015,observer_2015,note_2015,note_extra_2015,fusion_group_2015,fission_group_2015,growth_ratio_2015,dynamics_2015,length_2016,width_2016,height_2016,observer_2016,note_2016,note_extra_2016,fusion_group_2016,fission_group_2016,growth_ratio_2016,dynamics_2016,length_2017,width_2017,height_2017,observer_2017,note_2017,note_extra_2017,fusion_group_2017,fission_group_2017,growth_ratio_2017,dynamics_2017,length_2018,width_2018,height_2018,observer_2018,note_2018,note_extra_2018,fusion_group_2018,fission_group_2018,growth_ratio_2018,dynamics_2018,length_2019,width_2019,height_2019,observer_2019,note_2019,note_extra_2019,fusion_group_2019,fission_group_2019,growth_ratio_2019,dynamics_2019,length_2020,width_2020,height_2020,observer_2020,note_2020,note_extra_2020,fusion_group_2020,fission_group_2020,growth_ratio_2020,dynamics_2020,length_2021,width_2021,height_2021,observer_2021,note_2021,note_extra_2021,fusion_group_2021,fission_group_2021,growth_ratio_2021,dynamics_2021,length_2022,width_2022,height_2022,observer_2022,note_2022,note_extra_2022,fusion_group_2022,fission_group_2022,growth_ratio_2022,dynamics_2022,length_2023,width_2023,height_2023,observer_2023,note_2023,note_extra_2023,fusion_group_2023,fission_group_2023,growth_ratio_2023,dynamics_2023
1467,LTER1,OR,T3,Acr,3.45,60,3,3.8,4,3,MK,NA,NA,NA,NA,NA,NA,7.5,6.6,6,MK,Bi,NA,NA,NA,1.86111111111111,Growth,12,8.6,7.3,MK,NA,NA,NA,NA,1.38805970149254,Growth,17.8,13.1,7.8,MK,NA,NA,NA,NA,1.38709677419355,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1468,LTER1,OR,T4,Acr,3.62,81,2,5,4.3,4.7,MK,NA,NA,NA,NA,NA,NA,6.3,6,8,MK,NA,NA,NA,NA,1.45,Growth,9.4,8.8,8,MK,NA,NA,NA,NA,1.29064039408867,Growth,12.5,12.2,7.9,MK,NA,NA,NA,NA,1.24427480916031,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2,14.3,7,EW,NA,NA,NA,NA,NA,NA,19,12,8,NA,NA,NA,NA,NA,0.939759036144578,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1469,LTER1,OR,T5,Acr,3.7,4,11,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,14.1,10.6,8.2,MK,NA,NA,NA,NA,NA,NA,17,10.1,8.9,MK,NA,NA,NA,NA,1.09422492401216,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,19.8,7.2,EW,NA,NA,NA,NA,NA,NA,22,20,8,NA,NA,NA,NA,NA,1.01419878296146,Growth,NA,NA,NA,NA,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1470,LTER1,OR,T6,Acr,3.73,95,3,7.6,6.8,5.9,MK,NA,NA,NA,NA,NA,NA,12.6,11.2,6.1,MK,NA,NA,NA,NA,1.47290640394089,Growth,14.8,14.7,8.8,MK,NA,NA,NA,NA,1.2809364548495,Growth,15.2,14.8,10.5,MK,NA,NA,NA,NA,1.05744125326371,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,shade,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1471,LTER1,OR,T7,Acr,3.92,65,2,5.3,2.9,3,MK,NA,NA,NA,NA,NA,NA,7,5.5,5.8,MK,NA,NA,NA,NA,1.63392857142857,Growth,11.4,9.7,8.6,MK,NA,NA,NA,NA,1.62295081967213,Growth,12.8,10.8,9.1,MK,NA,NA,NA,NA,1.1010101010101,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,11,6,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1472,LTER1,OR,T8,Acr,4,65,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.7,2.3,EW,NA,R,NA,NA,NA,Recruitment,NA,NA,NA,NA,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1473,LTER1,OR,T9,Acr,4.15,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1474,LTER1,OR,T10,Acr,4.15,82,14,7.3,5.5,6.8,MK,NA,NA,NA,NA,NA,NA,12.3,8.4,7.4,MK,NA,NA,NA,NA,1.43367346938776,Growth,17.5,11.8,10.3,MK,NA,NA,NA,NA,1.40925266903915,Growth,23.1,14.3,8.4,MK,NA,NA,NA,NA,1.15656565656566,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,14,9.5,EW,NA,NA,NA,NA,NA,NA,23,11,9,NA,NA,NA,NA,NA,0.793357933579336,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1475,LTER1,OR,T11,Acr,4.23,26,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,1.5,2.3,MK,R,NA,NA,NA,NA,Recruitment,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1476,LTER1,OR,T12,Acr,4.28,5,12,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,13.9,10.6,12.4,MK,NA,NA,NA,NA,NA,NA,22.6,14.3,10.7,MK,NA,NA,NA,NA,1.289972899729,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,22,20,EW,NA,NA,NA,NA,NA,NA,39,22,19,NA,NA,NA,NA,NA,1.02564102564103,Growth,NA,NA,NA,NA,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1477,LTER1,OR,T13,Acr,4.32,20,9,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,9.7,6.7,8.8,MK,NA,NA,NA,NA,NA,NA,9.8,6.7,10.8,MK,NA,NA,NA,NA,1.08333333333333,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,9.2,8.9,EW,NA,NA,NA,NA,NA,NA,15.5,12,10,NA,NA,NA,NA,NA,1.18296529968454,Growth,NA,NA,NA,NA,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1478,LTER1,OR,T14,Acr,4.51,81,0,2,1.2,1.5,MK,Lo,NA,NA,NA,NA,NA,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1479,LTER1,OR,T15,Acr,4.55,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,3.8,1.8,MK,R,NA,NA,NA,NA,Recruitment,11.3,8.2,6.9,MK,NA,NA,NA,NA,2.44444444444444,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.9,3.9,EW,NA,NA,NA,NA,NA,NA,8,7.5,6,NA,NA,NA,NA,NA,1.2797619047619,Growth,NA,NA,NA,NA,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1480,LTER1,OR,T16,Acr,4.56,76,0,2.1,1.6,1.1,MK,Lo,NA,NA,NA,NA,NA,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1481,LTER1,OR,T17,Acr,4.59,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.2,2,MK,R,NA,NA,NA,NA,Recruitment,6.1,5.3,6,MK,NA,NA,NA,NA,3.48,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,4.8,4.7,EW,NA,NA,NA,NA,NA,NA,5,4,4.5,NA,NA,NA,NA,NA,1.10655737704918,Growth,NA,NA,NA,NA,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1482,LTER1,OR,T18,Acr,4.6,74,1,1.6,1.2,1,MK,Lo,NA,NA,NA,NA,NA,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1483,LTER1,OR,T19,Acr,3.1,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.2,2.3,MK,NA,NA,NA,NA,NA,NA
1484,LTER1,OR,T1,Acr,4.65,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,21,13,NA,NA,NA,NA,NA,NA,NA,29.3,18.8,9.3,MK,NA,NA,NA,NA,0.956666666666667,NA,29.5,20.5,8.4,MK,NA,NA,NA,NA,1.01742160278746,Growth,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
1485,LTER1,OR,T2,Poc,0,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2,1.3,AP,NA,R,NA,NA,NA,Recruitment,2.3,2.3,1.5,NA,D,NA,NA,NA,1.10909090909091,"Death, Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
1486,LTER1,OR,T2,Poc,0,64,0,10.3,7.5,7,HA,NA,NA,NA,NA,NA,NA,14.7,10.9,5.6,EW,NA,NA,NA,NA,1.25806451612903,Growth,2.8,1.8,3.3,CA,NA,NA,NA,NA,0.253205128205128,NA,5.6,6.7,6.8,DC,NA,NA,NA,NA,2.41772151898734,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,12.2,9.1,AP,NA,NA,NA,NA,NA,NA,14,15,11,NA,NA,NA,NA,NA,1.23076923076923,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
1487,LTER1,OR,T2,Poc,0.03,79,0,3,2,2,HA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,Fu1,NA,1,NA,NA,Fusion1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
1488,LTER1,OR,T2,Poc,0.04,54,0,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,10.5,7.2,AP,NA,NA,NA,NA,NA,NA,9.5,7,6.5,NA,NA,NA,NA,NA,0.881226053639847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
1489,LTER1,OR,T2,Poc,0.05,77,0,6,5,3.5,HA,NA,NA,NA,NA,NA,NA,13.7,13.4,6.4,EW,Fu1,NA,1,NA,2.31034482758621,"Growth, Fusion1",12,9.6,12.5,CA,NA,NA,NA,NA,1.01791044776119,Growth,7.7,6.5,5.4,DC,NA,NA,NA,NA,0.574780058651026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,10.7,11.3,AP,NA,NA,NA,NA,NA,NA,12,8,11,NA,NA,NA,NA,NA,0.883190883190883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
1490,LTER1,OR,T2,Poc,0.06,84,0,6,5.5,5.8,HA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,Fu1,NA,1,NA,NA,Fusion1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
1491,LTER1,OR,T2,Poc,0.07,12,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.6,1.3,AP,NA,R,NA,NA,NA,Recruitment,3,2.5,3,NA,NA,NA,NA,NA,2.125,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
1492,LTER1,OR,T2,Poc,0.08,44,0,3.5,3.4,2,HA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
1493,LTER1,OR,T2,Poc,0.09,7,28,4.5,4,4,HA,NA,NA,NA,NA,NA,NA,8,8,5.4,EW,NA,NA,NA,NA,1.712,Growth,8.4,6.5,6.9,CA,NA,NA,NA,NA,1.01869158878505,Growth,15.6,12.2,8.6,DC,NA,NA,NA,NA,1.6697247706422,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17.5,9.9,AP,NA,NA,NA,NA,NA,NA,17,11,8,NA,NA,NA,NA,NA,0.810810810810811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
1494,LTER1,OR,T2,Por,0.09,39,3.5,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,2.1,1.5,0.6,EW,R,NA,NA,NA,NA,Recruitment,3.9,2.9,2.5,CA,NA,NA,NA,NA,2.21428571428571,Growth,9.5,9.4,8.1,DC,NA,NA,NA,NA,2.90322580645161,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AP,D,D,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
1495,LTER1,OR,T2,Poc,0.1,13,22.9,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,7,5.1,5.1,EW,NA,NA,NA,NA,NA,NA,8.1,5.4,6.3,CA,NA,NA,NA,NA,1.15116279069767,Growth,7.9,4.1,5,DC,NA,NA,NA,NA,0.858585858585859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AP,D,D,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
1496,LTER1,OR,T2,Poc,0.11,36,12,5.8,4.5,6,HA,NA,NA,NA,NA,NA,NA,7.3,5.4,7,EW,NA,NA,NA,NA,1.20858895705521,Growth,NA,NA,NA,CA,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
1497,LTER1,OR,T2,Poc,0.11,55,0,3,3,1,HA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
1498,LTER1,OR,T2,Poc,0.13,26,16,9.5,11,12,HA,NA,NA,NA,NA,NA,NA,13.9,13.9,10.1,EW,NA,NA,NA,NA,1.16615384615385,Growth,14.1,18.9,16.7,CA,NA,NA,NA,NA,1.31134564643799,Growth,NA,NA,NA,DC,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
1499,LTER1,OR,T2,Poc,0.13,37,0,3,3.4,2.4,HA,NA,NA,NA,NA,NA,NA,4.6,4.7,5.2,EW,NA,NA,NA,NA,1.64772727272727,Growth,8.5,7.9,9.4,CA,NA,NA,NA,NA,1.77931034482759,Growth,14.7,25.1,15.6,DC,NA,NA,NA,NA,2.14728682170543,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,20.1,18.6,AP,NA,NA,NA,NA,NA,NA,18,22,16,NA,NA,NA,NA,NA,0.955631399317406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
1500,LTER1,OR,T2,Por,0.13,54,0,6.5,6,6.2,HA,NA,NA,NA,NA,NA,NA,7.1,7.6,7.7,EW,NA,NA,NA,NA,1.19786096256684,Growth,12.2,7.1,10.2,CA,NA,NA,NA,NA,1.31696428571429,Growth,14.5,12.1,12.5,DC,NA,NA,NA,NA,1.32542372881356,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,15.7,13.9,AP,NA,NA,NA,NA,NA,NA,9,17.5,7,NA,NA,NA,NA,NA,0.905405405405405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
1501,LTER1,OR,T2,Poc,0.13,99,12,4.5,4.5,4,HA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HL,NA,NA,NA,NA,NA,NA
