coral_number,site,habitat,transect,taxa,x,y,z,L23,W23,H23,Dyn23,L24,W24,H24,Notes_2024
7061,LTER5,OR,T01,Acr,0.8,0,0,10.7,6.7,7,Growth,NA,NA,NA,NA
7066,LTER5,OR,T01,Por,0.82,36,0,1,1,1,Recruitment,NA,NA,NA,NA
7070,LTER5,OR,T01,Por,0.9,21,0,6.7,7.8,2.4,Growth,NA,NA,NA,NA
7080,LTER5,OR,T01,Acr,1,25,0,3.8,3.8,3.5,Growth,NA,NA,NA,NA
7083,LTER5,OR,T01,Por,1.25,50,0,20.8,14.7,14.8,Growth,NA,NA,NA,NA
7089,LTER5,OR,T01,Acr,1.45,53,0,3.5,1.8,1.8,Shrinkage,NA,NA,NA,NA
7092,LTER5,OR,T01,Acr,1.65,32,0,14.8,10.9,8,Growth,NA,NA,NA,NA
7101,LTER5,OR,T01,Poc,2.08,75,0,1,1,1,Recruitment,NA,NA,NA,NA
7103,LTER5,OR,T01,Por,2.1,15,10,19.4,15.8,12.2,Growth,NA,NA,NA,NA
7104,LTER5,OR,T01,Poc,2.35,75,0,2.3,2.2,2.2,Recruitment,NA,NA,NA,NA
7105,LTER5,OR,T01,Acr,2.49,75,0,3.2,3.2,2.1,Shrinkage,NA,NA,NA,NA
7106,LTER5,OR,T01,Acr,2.6,93,0,15.8,9.2,11.2,Shrinkage,NA,NA,NA,NA
7111,LTER5,OR,T01,Acr,2.85,15,0,10.2,6.5,6.2,Growth,NA,NA,NA,NA
7116,LTER5,OR,T01,Acr,3.03,40,0,8.9,6.8,7,NA,NA,NA,NA,NA
7130,LTER5,OR,T01,Por,3.5,50,0,14,10.7,7,Growth,NA,NA,NA,NA
7136,LTER5,OR,T01,Acr,3.49,82,6,4.4,4,3,NA,NA,NA,NA,NA
7138,LTER5,OR,T01,Por,3.5,71,6,15,10,7.2,Growth,NA,NA,NA,NA
7141,LTER5,OR,T01,Acr,3.53,90,7,6,4,3.1,NA,NA,NA,NA,NA
7143,LTER5,OR,T01,Poc,3.68,40,0,1,1,1,Recruitment,NA,NA,NA,NA
7157,LTER5,OR,T01,Por,4.3,70,10,46,44.5,22.5,NA,NA,NA,NA,NA
7160,LTER5,OR,T01,Acr,4.5,20,0,10.5,5.8,7,Growth,NA,NA,NA,NA
7164,LTER5,OR,T01,Poc,4.7,50,0,2.5,2.5,2,Recruitment,NA,NA,NA,NA
7173,LTER5,OR,T02,Poc,0.05,37,0,1,1,1,Recruitment,NA,NA,NA,NA
7178,LTER5,OR,T02,Poc,0.15,75,0,1,NA,1,NA,NA,NA,NA,NA
7185,LTER5,OR,T02,Acr,0.24,95,0,2,NA,2,NA,NA,NA,NA,NA
7188,LTER5,OR,T02,Acr,0.26,95,0,11.5,9.5,9.5,NA,NA,NA,NA,NA
7192,LTER5,OR,T02,Poc,0.3,75,0,14,11.7,10.2,Growth,NA,NA,NA,NA
7214,LTER5,OR,T02,Poc,0.58,33,5,6,5.8,4.3,NA,NA,NA,NA,NA
7218,LTER5,OR,T02,Poc,0.6,45,0,1,1,1,Recruitment,NA,NA,NA,NA
7243,LTER5,OR,T02,Por,1,55,0,36,28,18,Growth,NA,NA,NA,NA
7245,LTER5,OR,T02,Acr,1.1,84,0,10.5,9.9,7,Growth,NA,NA,NA,NA
7247,LTER5,OR,T02,Acr,1.25,35,0,7.6,7.3,5.2,Growth,NA,NA,NA,NA
7252,LTER5,OR,T02,Acr,1.55,19,0,2.3,2.3,1.4,Recruitment,NA,NA,NA,NA
7253,LTER5,OR,T02,Poc,1.71,35,0,1,1,1,Recruitment,NA,NA,NA,NA
7254,LTER5,OR,T02,Acr,1.8,17,0,8.5,8.3,7.5,Growth,NA,NA,NA,NA
7255,LTER5,OR,T02,Acr,1.8,80,10,8.3,5.2,7.5,Shrinkage,NA,NA,NA,NA
7258,LTER5,OR,T02,Poc,1.95,45,0,1,1,NA,NA,NA,NA,NA,NA
7261,LTER5,OR,T02,Acr,2.01,19,0,1,1.5,1.1,Recruitment,NA,NA,NA,NA
7262,LTER5,OR,T02,Acr,2.1,90,0,8.5,7.5,7.4,Growth,NA,NA,NA,NA
7265,LTER5,OR,T02,Acr,2.4,24,0,10.6,9,8.3,Growth,NA,NA,NA,NA
7267,LTER5,OR,T02,Acr,2.71,50,0,1,1,1,Recruitment,NA,NA,NA,NA
7268,LTER5,OR,T02,Acr,2.71,52,0,1,1,1,Recruitment,NA,NA,NA,NA
7280,LTER5,OR,T02,Acr,3.45,45,0,8,8,6.4,NA,NA,NA,NA,NA
7286,LTER5,OR,T02,Acr,3.75,70,0,6.7,6.2,6.3,Growth,NA,NA,NA,NA
7303,LTER5,OR,T02,Acr,4.9,50,0,10,6.5,6,NA,NA,NA,NA,NA
7333,LTER5,OR,T03,Poc,0.05,48,1,1,0.6,0.6,Recruitment,NA,NA,NA,NA
7335,LTER5,OR,T03,Poc,0.06,54,1,1.5,1.2,1.1,Recruitment,NA,NA,NA,NA
7337,LTER5,OR,T03,Acr,0.1,23,0,0.7,0.5,0.2,Recruitment,NA,NA,NA,NA
7338,LTER5,OR,T03,Acr,0.1,24,0,1,0.9,0.4,Recruitment,NA,NA,NA,NA
7340,LTER5,OR,T03,Acr,0.12,22,3,6.3,5.3,5.4,Missing Data,NA,NA,NA,NA
7341,LTER5,OR,T03,Acr,0.12,56,3,1.1,0.8,0.9,Recruitment,NA,NA,NA,NA
7347,LTER5,OR,T03,Poc,0.23,70,4,1.7,1.4,1.3,Recruitment,NA,NA,NA,NA
7348,LTER5,OR,T03,Acr,0.23,92,6,1.5,1.1,1,Recruitment,NA,NA,NA,NA
7349,LTER5,OR,T03,Poc,0.24,71,4,1.3,0.9,1.5,Recruitment,NA,NA,NA,NA
7354,LTER5,OR,T03,Poc,0.25,100,6,1.3,0.7,0.6,Recruitment,NA,NA,NA,NA
7355,LTER5,OR,T03,Poc,0.27,67,8,1.2,1.3,1,Recruitment,NA,NA,NA,NA
7356,LTER5,OR,T03,Poc,0.27,68,7,1.1,0.7,1.4,Recruitment,NA,NA,NA,NA
7358,LTER5,OR,T03,Poc,0.28,73,4,0.9,1,0.6,Recruitment,NA,NA,NA,NA
7363,LTER5,OR,T03,Poc,0.32,64,7,1.7,0.9,0.6,Recruitment,NA,NA,NA,NA
7364,LTER5,OR,T03,Poc,0.36,66,4,2.1,2.1,1.7,Growth,NA,NA,NA,NA
7366,LTER5,OR,T03,Poc,0.4,31,2,1.8,0.9,1.2,Recruitment,NA,NA,NA,NA
7368,LTER5,OR,T03,Acr,0.4,60,0,6.3,3.8,5.2,Growth,NA,NA,NA,NA
7377,LTER5,OR,T03,Poc,0.51,64,7,1.3,1.2,1.3,Recruitment,NA,NA,NA,NA
7378,LTER5,OR,T03,Poc,0.52,64,7,1,0.6,0.7,Recruitment,NA,NA,NA,NA
7379,LTER5,OR,T03,Por,0.73,92,15,15.6,15.1,13.7,NA,NA,NA,NA,NA
7380,LTER5,OR,T03,Poc,0.54,61,7,1.2,0.5,0.4,Recruitment,NA,NA,NA,NA
7382,LTER5,OR,T03,Poc,0.55,8,6,NA,NA,NA,Death,NA,NA,NA,NA
7384,LTER5,OR,T03,Poc,0.57,57,7,NA,NA,NA,Death,NA,NA,NA,NA
7404,LTER5,OR,T03,Poc,0.8,79,35,10.4,5.7,8.3,Growth,NA,NA,NA,NA
7413,LTER5,OR,T03,Poc,0.88,57,6,20.2,13.9,10.3,Missing Data,NA,NA,NA,NA
7418,LTER5,OR,T03,Poc,0.93,48,3,7.2,6.2,5.9,Missing Data,NA,NA,NA,NA
7427,LTER5,OR,T03,Por,1,27,4,8.5,5.7,8,NA,NA,NA,NA,NA
7451,LTER5,OR,T03,Por,2.75,24,0,4.4,4.1,2.2,Shrinkage,NA,NA,NA,NA
7456,LTER5,OR,T03,Acr,3.28,50,4,8.5,7,5.6,Missing Data,NA,NA,NA,NA
7460,LTER5,OR,T03,Por,3.4,54,0,9,6.7,3.8,Shrinkage,NA,NA,NA,NA
7463,LTER5,OR,T03,Mil,3.4,88,5,19.3,12.2,10.7,NA,NA,NA,NA,NA
7466,LTER5,OR,T03,Acr,4.3,6,6,7.7,6.5,4.7,Missing Data,NA,NA,NA,NA
7468,LTER5,OR,T03,Acr,4.44,0,5,5.6,4.3,5.7,Growth,NA,NA,NA,NA
7470,LTER5,OR,T03,Acr,4.72,42,1,3.9,3.9,0.7,Shrinkage,NA,NA,NA,NA
7471,LTER5,OR,T03,Por,4.75,60,0,9.5,8,4,Growth,NA,NA,NA,NA
7472,LTER5,OR,T03,Acr,4.85,77,3,6.6,5.2,4.6,Missing Data,NA,NA,NA,NA
7562,LTER5,OR,T04,Por,0.13,46,2,10.5,7.7,4.7,Growth,NA,NA,NA,NA
7564,LTER5,OR,T04,Poc,0.2,14,1,2.6,2.5,1.1,Growth,NA,NA,NA,NA
7565,LTER5,OR,T04,Poc,0.21,45,3,0.6,0.3,0.5,Recruitment,NA,NA,NA,NA
7566,LTER5,OR,T04,Por,0.25,50,2,3.2,2.2,1.9,Growth,NA,NA,NA,NA
7568,LTER5,OR,T04,Poc,0.33,44,3,1.1,0.5,0.6,Recruitment,NA,NA,NA,NA
7569,LTER5,OR,T04,Poc,0.34,44,3,1.4,0.7,1.1,Recruitment,NA,NA,NA,NA
7571,LTER5,OR,T04,Poc,0.37,50,3,1.9,1.6,1.8,Growth,NA,NA,NA,NA
7573,LTER5,OR,T04,Poc,0.4,27,4,4,1.7,1.6,Recruitment,NA,NA,NA,NA
7574,LTER5,OR,T04,Por,0.5,77,0,5.6,3.9,1.7,Growth,NA,NA,NA,NA
7576,LTER5,OR,T04,Poc,0.6,31,3,1.1,0.9,0.8,Recruitment,NA,NA,NA,NA
7579,LTER5,OR,T04,Poc,0.7,41,3,2.6,2.1,2.1,Growth,NA,NA,NA,NA
7580,LTER5,OR,T04,Poc,0.75,49,2,2.7,1.8,2.3,Recruitment,NA,NA,NA,NA
7582,LTER5,OR,T04,Por,0.75,89,1,1.8,1.3,1.4,Growth,NA,NA,NA,NA
7590,LTER5,OR,T04,Por,1.3,90,10,20.7,14.9,9.6,Growth,NA,NA,NA,NA
7595,LTER5,OR,T04,Acr,1.87,22,14,3,2.6,1.7,Recruitment,NA,NA,NA,NA
7596,LTER5,OR,T04,Por,2,8,10,10.8,11.4,7.3,Growth,NA,NA,NA,NA
7603,LTER5,OR,T04,Acr,3,30,5,8.699999999999998,7.8,5.4,Growth,NA,NA,NA,NA
7604,LTER5,OR,T04,Acr,3.05,90,3,6.6,5.7,9,Growth,NA,NA,NA,NA
7605,LTER5,OR,T04,Acr,3.1,92,4,2.1,1.5,0.2,Recruitment,NA,NA,NA,NA
7606,LTER5,OR,T04,Por,3.2,8,2,35.2,15.5,11,Growth,NA,NA,NA,NA
7607,LTER5,OR,T04,Acr,3.25,63,3,8.6,6,6.6,Growth,NA,NA,NA,NA
7610,LTER5,OR,T04,Acr,3.41,52,4,6.8,5,3.5,Growth,NA,NA,NA,NA
7613,LTER5,OR,T04,Mil,3.75,94,3,13,9,7.1,Growth,NA,NA,NA,NA
