site,habitat,transect,taxa,x,y,z,year,length,width,height,observer,note,note_extra
LTER5,BR,T01,Poc,2.4,25,125,2024,2.8,2.8,3.5,TBD,"NA, Recruitment",NA
LTER5,BR,T02,Poc,0.28,9,51,2024,32,35,28.2,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,0.45,25,24,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T02,Por,0.45,28,16,2024,13,13.1,12.1,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,0.45,40,27,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T02,Por,0.46,46,40,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T02,Por,0.46,90,27,2024,6.3,3,4.1,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,0.47,85,32.1,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T02,Por,0.51,33,30,2024,4,2.3,3.5,TBD,"NA, Growth",NA
LTER5,BR,T02,Poc,0.58,58,35,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T02,Por,0.6,56,35,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T02,Por,0.74,98,30,2024,3,2.3,3.3,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,0.76,43,40,2024,9.2,NA,7.1,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,0.76,91,45,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T02,Por,0.9,58,40,2024,10.8,9.4,9.1,TBD,"NA, Growth",NA
LTER5,BR,T02,Poc,0.96,15,70,2024,10.2,9.5,7.4,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,0.97,26,70,2024,7.2,4.3,6.5,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,1.05,64,25,2024,8.5,6.9,6.5,TBD,"NA, Growth",NA
LTER5,BR,T02,Poc,1.18,31,45,2024,1.5,0.6,0.7,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,1.3,94,40,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T02,Por,1.3,96,45,2024,3.9,3.5,4,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,1.35,47,20,2024,5.2,3,2.9,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,1.43,47,30,2024,4,3.1,4.3,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,1.8,89,40,2024,14.6,7.3,9,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,1.89,33,12.8,2024,39.3,29.4,24.2,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,2.03,64,22,2024,20.2,14.5,12.3,TBD,"NA, Fus1",NA
LTER5,BR,T02,Por,2.04,74,28,2024,3.1,2.5,5,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,2.09,55,21,2024,NA,NA,NA,TBD,"NA, Fus1",NA
LTER5,BR,T02,Por,2.25,25,70,2024,12.1,5.3,11.4,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,2.3,90,32,2024,8,7.3,7.9,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,2.8,100,30,2024,5.9,3.4,6.5,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,3.4,51,25,2024,105.3,71.7,76.5,TBD,"NA, Growth",NA
LTER5,BR,T02,Poc,3.35,95,60,2024,23.2,20.5,16.4,TBD,"NA, Growth",NA
LTER5,BR,T02,Poc,3.9,90,40,2024,32.4,19,20.7,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,4.24,92,41,2024,43,21.1,26.3,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,4.27,44,30,2024,96.5,50.5,54.2,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,4.3,72,25,2024,7,4.5,3.2,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,4.34,92,35,2024,7,3.3,4.7,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,4.8,100,40,2024,16.7,8.7,11.3,TBD,"NA, Growth",NA
LTER5,BR,T02,Por,4.9,6,5,2024,1.5,1.6,1.6,TBD,"NA, Migration (loose)",NA
LTER5,BR,T02,Por,4.95,0,1,2024,1.4,0.9,0.8,TBD,"NA, Recruitment",NA
LTER5,BR,T03,Poc,0.38,3,59,2024,42.5,24,17,TBD,"NA, Growth",NA
LTER5,BR,T03,Poc,0.52,57,75,2024,44.5,39,32.5,TBD,"NA, Growth",NA
LTER5,BR,T03,Poc,1.1,78,50,2024,3.2,2.8,2.5,TBD,"NA, Growth",NA
LTER5,BR,T03,Por,1.13,91,27,2024,250,75,36,TBD,"NA, Growth",NA
LTER5,BR,T03,Por,1.3,27,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T03,Poc,1.59,40,30,2024,20.5,19,19,TBD,"NA, Growth",NA
LTER5,BR,T03,Poc,1.79,50,20,2024,5,4,8,TBD,"NA, Growth",NA
LTER5,BR,T03,Por,1.97,5,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T03,Por,1.97,25,10,2024,NA,NA,NA,TBD,"Montipora, Dead",NA
LTER5,BR,T03,Por,2,30,0,2024,NA,NA,NA,TBD,"NA, Fus1",NA
LTER5,BR,T03,Por,2.78,3,30,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T03,Por,3.2,27,60,2024,20,15.5,15.5,TBD,"NA, Growth",NA
LTER5,BR,T03,Acr,3.3,0,20,2024,79,52,28.5,TBD,"NA, Growth",NA
LTER5,BR,T03,Por,3.65,11,52,2024,4.3,4.3,1.5,TBD,"NA, Fis1",NA
LTER5,BR,T03,Por,3.68,66,52,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T03,Por,3.7,30,30,2024,4.9,4.5,6,TBD,"NA, Growth",NA
LTER5,BR,T03,Poc,3.78,42,30,2024,15,9,10,TBD,"NA, Growth",NA
LTER5,BR,T03,Por,3.8,20,65,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T03,Poc,3.95,27,40,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T03,Poc,3.95,45,56,2024,26,15.5,19,TBD,"NA, Growth",NA
LTER5,BR,T03,Por,3.95,55,10,2024,6.2,9,3,TBD,"NA, Growth",NA
LTER5,BR,T03,Por,4.02,50,50,2024,7,6.8,9.6,TBD,"NA, Growth",NA
LTER5,BR,T03,Poc,4.03,42,50,2024,4,3,2.8,TBD,"NA, Growth",NA
LTER5,BR,T03,Poc,4.12,18,70,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T03,Acr,4.3,40,5,2024,24,12.8,8,TBD,"NA, Growth",NA
LTER5,BR,T03,Por,4.18,35,60,2024,18,7,7,TBD,"NA, Growth",NA
LTER5,BR,T03,Por,4.35,45,10,2024,11,11,14.2,TBD,"NA, Growth",NA
LTER5,BR,T03,Por,4.5,30,0,2024,6.5,8.5,12,TBD,"NA, Growth",NA
LTER5,BR,T03,Por,5,80,30,2024,145,82.1,49,TBD,"NA, Fus1",NA
LTER5,BR,T03,Poc,1,50,30,2024,32.1,40,57.5,TBD,"NA, Missing data",NA
LTER5,BR,T03,Por,3.65,38,52,2024,19.5,16.5,15.4,TBD,"NA, Fis1",NA
LTER5,BR,T03,Poc,4.9,70,30,2024,26,18,11.5,TBD,"NA, Missing data",NA
LTER5,BR,T04,Por,0.02,73,50,2024,NA,NA,NA,TBD,"NA, Fused with TO3",NA
LTER5,BR,T04,Por,0.1,90,20,2024,21,19,14,TBD,"NA, Growth",NA
LTER5,BR,T04,Poc,0.15,70,50,2024,NA,NA,NA,TBD,"Monitpora, Dead",NA
LTER5,BR,T04,Poc,0.2,25,50,2024,NA,NA,NA,TBD,"Monitpora, Dead",NA
LTER5,BR,T04,Por,0.2,71,30,2024,3.7,2.7,2,TBD,"NA, Growth",NA
LTER5,BR,T04,Por,0.24,84,20,2024,14,10,10,TBD,"NA, Growth",NA
LTER5,BR,T04,Acr,0.25,20,30,2024,40,3,8.5,TBD,"NA, Growth",NA
LTER5,BR,T04,Por,0.25,80,20,2024,NA,NA,NA,TBD,"NA, Fused with TO3",NA
LTER5,BR,T04,Por,0.33,85,40,2024,NA,NA,NA,TBD,"NA, Fused with TO3",NA
LTER5,BR,T04,Poc,0.77,33,20,2024,12,10,6,TBD,"NA, Growth",NA
LTER5,BR,T04,Por,0.69,90,0,2024,37,19,29,TBD,"NA, Growth",NA
LTER5,BR,T04,Por,1,1,10,2024,12.5,10,11,TBD,"NA, Growth",NA
LTER5,BR,T04,Por,1.16,1,14,2024,71,60,78,TBD,"NA, Fus1",NA
LTER5,BR,T04,Poc,1.18,100,0,2024,38.5,36,28.5,TBD,"NA, Growth",NA
LTER5,BR,T04,Por,1.19,5,20,2024,NA,NA,NA,TBD,"NA, Fus1",NA
LTER5,BR,T04,Acr,1.79,80,0,2024,7.5,5,4.6,TBD,"NA, Growth",NA
LTER5,BR,T04,Poc,1.8,8,50,2024,29,17,21,TBD,"NA, Growth",NA
LTER5,BR,T04,Poc,2.05,80,65,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T04,Por,2.27,46,11,2024,31.5,20.5,32,TBD,"NA, Growth",NA
LTER5,BR,T04,Poc,2.7,5,80,2024,25.5,22,20,TBD,"NA, Growth",NA
LTER5,BR,T04,Por,2.9,60,20,2024,27,23.5,20.5,TBD,"NA, Growth",NA
LTER5,BR,T04,Poc,3.1,50,60,2024,36,28,38,TBD,"NA, Growth",NA
LTER5,BR,T04,Poc,3.45,90,120,2024,11,11,10,TBD,"NA, Growth",NA
LTER5,BR,T04,Por,3.92,83,160,2024,10.7,8,7,TBD,"NA, Growth",NA
LTER5,BR,T04,Poc,4.1,10,120,2024,55,36,37,TBD,"NA, Growth",NA
LTER5,BR,T04,Poc,4.45,50,140,2024,22,17,19.5,TBD,"NA, Growth",NA
LTER5,BR,T04,Poc,4.5,50,80,2024,28,29,31,TBD,"NA, Growth",NA
LTER5,BR,T04,Poc,4.7,0,40,2024,30,35,27,TBD,"NA, Growth",NA
LTER5,BR,T04,Por,4.9,80,60,2024,47.6,28,25.7,TBD,"NA, Growth",NA
LTER5,BR,T04,Por,5,70,80,2024,17,18,18.5,TBD,"NA, Growth",NA
LTER5,BR,T04,Poc,2.9,70,50,2024,15,14,11,TBD,"NA, Missing data",NA
LTER5,OR,T01,Poc,0,5,0,2024,18.1,15.6,15.7,TBD,"NA, Growth",NA
LTER5,OR,T01,Poc,0,59,0,2024,18.8,15.6,15.7,TBD,"NA, Growth",NA
LTER5,OR,T01,Acr,0.2,8,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Acr,0.25,21,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Poc,0.28,65,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Por,0.29,36,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Por,0.3,0,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Por,0.73,24,4,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Por,0.73,30,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Acr,0.8,0,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Por,0.82,36,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Por,0.9,21,0,2024,7.6,8.5,3.5,TBD,"NA, Growth",NA
LTER5,OR,T01,Acr,1,25,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Por,1.25,50,0,2024,22,15,16,TBD,"NA, Growth",NA
LTER5,OR,T01,Acr,1.45,53,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Acr,1.65,32,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Poc,2.08,75,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Por,2.1,15,10,2024,24.5,18,15,TBD,"NA, Growth",NA
LTER5,OR,T01,Poc,2.35,75,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Acr,2.49,75,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Acr,2.6,93,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Acr,2.85,15,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Acr,3.03,40,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Por,3.5,50,0,2024,16,14,9,TBD,"NA, Growth",NA
LTER5,OR,T01,Acr,3.49,82,6,2024,6.5,6.5,6,TBD,"NA, Growth",NA
LTER5,OR,T01,Por,3.5,71,6,2024,24,13,10,TBD,"NA, Growth",NA
LTER5,OR,T01,Acr,3.53,90,7,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Poc,3.68,40,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Por,4.3,70,10,2024,54,51,27.5,TBD,"NA, Growth",NA
LTER5,OR,T01,Acr,4.5,20,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Poc,4.7,50,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T01,Poc,0.55,55,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER5,OR,T01,Poc,0.55,56,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER5,OR,T01,Poc,0.55,57,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER5,OR,T01,Poc,0.4,85,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER5,OR,T01,Poc,0.4,100,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER5,OR,T01,Poc,0.25,25,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER5,OR,T01,Poc,0.1,100,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER5,OR,T02,Poc,0.05,37,0,2024,5.5,5.5,4,TBD,"NA, Growth",NA
LTER5,OR,T02,Poc,0.15,75,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Acr,0.24,95,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Acr,0.26,95,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Poc,0.3,75,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Poc,0.58,33,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Poc,0.6,45,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Por,1,55,0,2024,41.2,30,19,TBD,"NA, Growth",NA
LTER5,OR,T02,Acr,1.1,84,0,2024,11.5,8.5,8,TBD,"NA, Growth",NA
LTER5,OR,T02,Acr,1.25,35,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Acr,1.55,19,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Poc,1.71,35,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Acr,1.8,17,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Acr,1.8,80,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Poc,1.95,45,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Acr,2.01,19,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Acr,2.1,90,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Acr,2.4,24,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Acr,2.71,50,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Acr,2.71,52,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Acr,3.45,45,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Acr,3.75,70,0,2024,11.7,10,9,TBD,"NA, Growth",NA
LTER5,OR,T02,Acr,4.9,50,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T02,Poc,0.6,50,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER5,OR,T02,Poc,0.7,70,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER5,OR,T02,Poc,0.71,90,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER5,OR,T02,Poc,0.9,10,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER5,OR,T03,Poc,0.05,48,1,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Poc,0.06,54,1,2024,3.5,2.4,2.5,TBD,"NA, Growth",NA
LTER5,OR,T03,Acr,0.1,23,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Acr,0.1,24,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Acr,0.12,22,3,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Acr,0.12,56,3,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Poc,0.23,70,4,2024,1.5,0.9,1.3,TBD,"NA, Growth",NA
LTER5,OR,T03,Acr,0.23,92,6,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Poc,0.24,71,4,2024,1.7,1.7,1.7,TBD,"NA, Growth",NA
LTER5,OR,T03,Poc,0.25,100,6,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Poc,0.27,67,8,2024,2.8,2.6,2.5,TBD,"NA, Growth",NA
LTER5,OR,T03,Poc,0.27,68,7,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Poc,0.28,73,4,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Poc,0.32,64,7,2024,2.6,2.2,1.5,TBD,"NA, Growth",NA
LTER5,OR,T03,Poc,0.36,66,4,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Poc,0.4,31,2,2024,2.9,1.5,1.7,TBD,"NA, Growth",NA
LTER5,OR,T03,Acr,0.4,60,0,2024,2,1.8,3.7,TBD,"NA, Growth",NA
LTER5,OR,T03,Poc,0.51,64,7,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Poc,0.52,64,7,2024,0.4,0.3,0.3,TBD,"NA, Growth",NA
LTER5,OR,T03,Por,0.73,92,15,2024,14.8,10.4,5.9,TBD,"NA, Growth",NA
LTER5,OR,T03,Poc,0.54,61,7,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Poc,0.8,79,35,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Poc,0.88,57,6,2024,20.9,19.6,11,TBD,"NA, Growth",NA
LTER5,OR,T03,Poc,0.93,48,3,2024,Dead,NA,NA,TBD,"NA, NA",NA
LTER5,OR,T03,Por,1,27,4,2024,7.6,6.8,7.6,TBD,"NA, Growth",NA
LTER5,OR,T03,Por,2.75,24,0,2024,13.7,10.5,8,TBD,"NA, Growth",NA
LTER5,OR,T03,Acr,3.28,50,4,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Por,3.4,54,0,2024,8.1,8.3,3.6,TBD,"NA, Growth",NA
LTER5,OR,T03,Mil,3.4,88,5,2024,22.1,19,15,TBD,"NA, Growth",NA
LTER5,OR,T03,Acr,4.3,6,6,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Acr,4.44,0,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Acr,4.72,42,1,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Por,4.75,60,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,OR,T03,Acr,4.85,77,3,2024,NA,NA,NA,TBD,"NA, Dead",NA
NA,NA,NA,Poc,0.15,72,5,2024,3.1,2.3,3.4,TBD,"NA, Recruitment",NA
NA,NA,NA,Poc,0.2,98,4,2024,1.7,1.7,1.7,TBD,"NA, Recruitment",NA
NA,NA,NA,Por,1.1,69,5,2024,2.1,1.5,1,TBD,"NA, Recruitment",NA
NA,NA,NA,Poc,0.15,53,1,2024,2.1,2,1.3,TBD,"NA, Recruitment",NA
NA,NA,NA,Poc,0.38,33,2,2024,2.2999999999999998,1.5,1.7,TBD,"NA, Recruitment",NA
NA,NA,NA,Poc,0.52,50,3,2024,1.4,0.7,1.1,TBD,"NA, Recruitment",NA
NA,NA,NA,Poc,0.4,25,4,2024,0.6,0.5,0.5,TBD,"NA, Recruitment",NA
NA,NA,NA,Por,0.2,74,3,2024,1,1.2,0.7,TBD,"NA, Recruitment",NA
NA,NA,NA,Poc,0.48,66,7,2024,1.3,0.9,1.2,TBD,"NA, Recruitment",NA
NA,NA,NA,Poc,0.48,92,10,2024,1,0.7,0.5,TBD,"NA, Recruitment",NA
NA,NA,NA,Por,0.5,99,20,2024,6.3,4.3,2.2,TBD,"NA, Missing data",NA
NA,NA,NA,Poc,0.42,97,10,2024,1.5,1.2,0.9,TBD,"NA, Recruitment",NA
NA,NA,NA,Poc,0.5,92,10,2024,0.9,0.7,0.9,TBD,"NA, Recruitment",NA
NA,NA,NA,Poc,1,93,15,2024,0.8,0.7,1.3,TBD,"NA, Recruitment",NA
LTER5,OR,T04,Por,0.13,46,2,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Poc,0.2,14,1,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Poc,0.21,45,3,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Por,0.25,50,2,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Poc,0.33,44,3,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Poc,0.34,44,3,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Poc,0.37,50,3,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Poc,0.4,27,4,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Por,0.5,77,0,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Poc,0.6,31,3,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Poc,0.7,41,3,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Poc,0.75,49,2,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Por,0.75,89,1,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Por,1.3,90,10,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Acr,1.87,22,14,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Por,2,8,10,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Acr,3,30,5,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Acr,3.05,90,3,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Acr,3.1,92,4,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Por,3.2,8,2,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Acr,3.25,63,3,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Acr,3.41,52,4,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Mil,3.75,94,3,2024,NA,NA,NA,TBD,"NA, Transect gone",NA
LTER5,OR,T04,Por,0.17,47,7,2024,10.5,11.2,5.8,TBD,"NA, Missing data",NA
LTER5,OR,T04,Poc,0.18,51,5,2024,1,0.7,0.9,TBD,"NA, Recruitment",NA
LTER5,OR,T04,Por,0.17,40,6,2024,2.3,1.3,1,TBD,"NA, Recruitment",NA
LTER5,OR,T04,Poc,0.2,96,5,2024,1.7,1.5,1.8,TBD,"NA, Recruitment",NA
LTER5,OR,T04,Poc,0.53,57,3,2024,1.6,1.3,1.5,TBD,"NA, Recruitment",NA
LTER5,OR,T04,Por,0.48,80,2,2024,7.5,5.3,2,TBD,"NA, Missing data",NA
LTER5,OR,T04,Poc,0.6,68,3,2024,1.2,0.8,0.5,TBD,"NA, Recruitment",NA
LTER5,OR,T04,Poc,0.7,82,3,2024,2.5,1.5,2.4,TBD,"NA, Recruitment",NA
LTER5,OR,T04,Poc,0.67,79,3,2024,0.7,0.6,0.9,TBD,"NA, Recruitment",NA
LTER5,OR,T04,Por,0.83,37,2,2024,1.9,1.4,1.2,TBD,"NA, Recruitment",NA
LTER5,OR,T04,Poc,0.65,40,8,2024,1.5,1.3,0.7,TBD,"NA, Recruitment",NA
LTER5,OR,T04,Mil,3.7,95,15,2024,16,12.7,9.2,TBD,"NA, Missing data",NA
LTER5,OR,T04,A,3.88,21,8,2024,1.8,1.3,0.7,TBD,"NA, Recruitment",NA
