coral_number,site,habitat,transect,taxa,x,y,z,length_2013,width_2013,height_2013,observer_2013,note_2013,note_extra_2013,dynamics_2013,length_2014,width_2014,height_2014,observer_2014,note_2014,note_extra_2014,dynamics_2014,length_2015,width_2015,height_2015,observer_2015,note_2015,note_extra_2015,dynamics_2015,length_2016,width_2016,height_2016,observer_2016,note_2016,note_extra_2016,dynamics_2016,length_2017,width_2017,height_2017,observer_2017,note_2017,note_extra_2017,dynamics_2017,length_2018,width_2018,height_2018,observer_2018,note_2018,note_extra_2018,dynamics_2018,length_2019,width_2019,height_2019,observer_2019,note_2019,note_extra_2019,dynamics_2019,length_2020,width_2020,height_2020,observer_2020,note_2020,note_extra_2020,dynamics_2020,length_2021,width_2021,height_2021,observer_2021,note_2021,note_extra_2021,dynamics_2021
1269,LTER1,OR,T1,Poc,0.93,42,6,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,1.5,1.1,1.2,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,LTER1,OR,T1,Poc,0.93,60,13,1.7,1.5,1.9,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271,LTER1,OR,T1,Poc,0.94,46,0,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,5.2,4,EW,NA,NA,NA,10,7,8,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
1272,LTER1,OR,T1,Poc,0.95,43,1,NA,NA,NA,MK,NA,NA,NA,0.8,0.5,0.5,MK,R,NA,Recruitment,1.2,1,1.3,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,LTER1,OR,T1,Poc,0.95,64,11,1.2,0.9,1.2,MK,NA,NA,NA,2.5,2.1,2.1,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,LTER1,OR,T1,Poc,0.96,90,3,2.6,2,2.5,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,LTER1,OR,T1,Por,0.96,66,14,NA,NA,NA,MK,NA,NA,NA,1.3,0.9,1.2,MK,R,NA,Recruitment,3.7,2.3,3.1,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,LTER1,OR,T1,Poc,0.97,56,11,2.2,1.8,1.9,MK,NA,NA,NA,4.5,4.4,4.9,MK,NA,NA,NA,10.8,8.6,7.1,MK,Fu1,NA,Fusion1,11.9,9.2,7.1,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,D,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277,LTER1,OR,T1,Poc,0.97,39,0,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.1,4.1,EW,NA,NA,NA,4,6.6,5,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
1278,LTER1,OR,T1,Poc,0.98,56,10,1.9,0.8,1,MK,NA,NA,NA,2.7,2.3,1.3,MK,NA,NA,NA,NA,NA,NA,MK,Fu1,NA,Fusion1,NA,NA,NA,MK,Fu1,NA,Fusion1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,LTER1,OR,T1,Por,0.98,58,9,1.3,1.2,0.7,MK,NA,NA,NA,5.6,2.5,3.4,MK,NA,NA,NA,NA,NA,NA,MK,Fu1,NA,Fusion1,NA,NA,NA,MK,Fu1,NA,Fusion1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,LTER1,OR,T1,Poc,0.99,53,11,2.8,2.4,2,MK,NA,NA,NA,5.3,4.2,4,MK,NA,NA,NA,NA,NA,NA,MK,Fu1,NA,Fusion1,NA,NA,NA,MK,Fu1,NA,Fusion1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,LTER1,OR,T1,Por,0.99,44,0,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,8.3,7.3,EW,NA,NA,NA,9,9,7,NA,NA,NA,NA,14,13,12,NA,NA,NA,NA,NA,NA,NA,MK,D,NA,Death
1282,LTER1,OR,T1,Poc,1,3,15,5.1,4,4.2,MK,NA,NA,NA,6.8,6.2,6.4,MK,Bi,NA,NA,10,8.5,8.7,MK,NA,NA,NA,12.1,8.6,12.3,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,11.6,11.7,EW,NA,NA,NA,17,13,14,NA,NA,NA,NA,12,14,12,NA,NA,NA,NA,14.8,14,11.6,MK,NA,NA,NA
1283,LTER1,OR,T1,Acr,1.1,26,1,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,1.7,2.1,1.8,MK,R,NA,Recruitment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1284,LTER1,OR,T1,Acr,1.1,37,0,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.7,0.5,EW,NA,R,Recruitment,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285,LTER1,OR,T1,Acr,1.11,34,0,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,EW,NA,R,Recruitment,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286,LTER1,OR,T1,Acr,1.19,35,0,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4.5,3.8,EW,NA,NA,NA,9,7,6,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
1287,LTER1,OR,T1,Acr,1.2,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,NA,NA,NA,5.4,4.2,4.3,MK,NA,NA,NA
1288,LTER1,OR,T1,Acr,1.35,63,6,NA,NA,NA,MK,NA,NA,NA,4,2.8,3.3,MK,R,NA,Recruitment,5.6,5.3,7.3,MK,NA,NA,NA,6.9,6.1,4.3,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,shade,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,LTER1,OR,T1,Acr,1.36,16,6,NA,NA,NA,MK,NA,NA,NA,4.9,3.6,3.1,MK,R,NA,Recruitment,7.9,7.3,6.5,MK,NA,NA,NA,13.7,10.3,7,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,shade,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,LTER1,OR,T1,Acr,2.45,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,9,5,NA,NA,NA,NA,20.4,14.6,7.7,MK,NA,NA,NA
1291,LTER1,OR,T1,Acr,2.75,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,7,7,4.6,MK,NA,NA,NA
1292,LTER1,OR,T1,Acr,2.85,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,5.8,3.3,5.5,MK,NA,NA,NA
1293,LTER1,OR,T1,Acr,2.94,79,8,9,7.3,7,MK,NA,NA,NA,11.5,9.3,5.5,MK,NA,NA,NA,17.8,9,9.4,MK,NA,NA,NA,21.5,9.3,6.7,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,LTER1,OR,T1,Acr,3.45,60,3,3.8,4,3,MK,NA,NA,NA,7.5,6.6,6,MK,Bi,NA,NA,12,8.6,7.3,MK,NA,NA,NA,17.8,13.1,7.8,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,LTER1,OR,T1,Acr,3.62,81,2,5,4.3,4.7,MK,NA,NA,NA,6.3,6,8,MK,NA,NA,NA,9.4,8.8,8,MK,NA,NA,NA,12.5,12.2,7.9,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2,14.3,7,EW,NA,NA,NA,19,12,8,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
1296,LTER1,OR,T1,Acr,3.7,4,11,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,14.1,10.6,8.2,MK,(R),NA,Recruitment,17,10.1,8.9,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,19.8,7.2,EW,NA,NA,NA,22,20,8,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
1297,LTER1,OR,T1,Acr,3.73,95,3,7.6,6.8,5.9,MK,NA,NA,NA,12.6,11.2,6.1,MK,NA,NA,NA,14.8,14.7,8.8,MK,NA,NA,NA,15.2,14.8,10.5,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,shade,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1298,LTER1,OR,T1,Acr,3.92,65,2,5.3,2.9,3,MK,NA,NA,NA,7,5.5,5.8,MK,NA,NA,NA,11.4,9.7,8.6,MK,NA,NA,NA,12.8,10.8,9.1,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,11,6,EW,NA,NA,NA,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1299,LTER1,OR,T1,Acr,4,65,30,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.7,2.3,EW,NA,R,Recruitment,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300,LTER1,OR,T1,Acr,4.15,82,14,7.3,5.5,6.8,MK,NA,NA,NA,12.3,8.4,7.4,MK,NA,NA,NA,17.5,11.8,10.3,MK,NA,NA,NA,23.1,14.3,8.4,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,14,9.5,EW,NA,NA,NA,23,11,9,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
1301,LTER1,OR,T1,Acr,4.15,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,17,9,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
1302,LTER1,OR,T1,Acr,4.23,26,6,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,2.6,1.5,2.3,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,LTER1,OR,T1,Acr,4.28,5,12,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,13.9,10.6,12.4,MK,(R),NA,Recruitment,22.6,14.3,10.7,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,22,20,EW,NA,NA,NA,39,22,19,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
1304,LTER1,OR,T1,Acr,4.32,20,9,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,9.7,6.7,8.8,MK,(R),NA,Recruitment,9.8,6.7,10.8,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,9.2,8.9,EW,NA,NA,NA,15.5,12,10,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
1305,LTER1,OR,T1,Mil,4.51,81,0,2,1.2,1.5,MK,Lo,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1306,LTER1,OR,T1,Acr,4.55,13,2,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,5.2,3.8,1.8,MK,R,NA,Recruitment,11.3,8.2,6.9,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.9,3.9,EW,NA,NA,NA,8,7.5,6,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
1307,LTER1,OR,T1,Mil,4.56,76,0,2.1,1.6,1.1,MK,Lo,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1308,LTER1,OR,T1,Acr,4.59,12,5,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,1.8,1.2,2,MK,R,NA,Recruitment,6.1,5.3,6,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,4.8,4.7,EW,NA,NA,NA,5,4,4.5,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
1309,LTER1,OR,T1,Mil,4.6,74,1,1.6,1.2,1,MK,Lo,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1310,LTER1,OR,T1,Acr,4.7,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,21,13,NA,NA,NA,NA,29.3,18.8,9.3,MK,NA,NA,NA
1311,LTER1,OR,T1,Poc,0.58,90,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,6.8,6,MK,R,NA,Recruitment
1312,LTER1,OR,T1,Poc,0.5,45,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,1.4,2.6,MK,Fu1,NA,Fusion1
1313,LTER1,OR,T1,Acr,2.95,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,4.3,1.9,MK,R,NA,Recruitment
1314,LTER1,OR,T1,Acr,3,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,6,5.5,MK,NA,NA,NA
1315,LTER1,OR,T2,Poc,0,64,0,10.3,7.5,7,HA,NA,NA,NA,14.7,10.9,5.6,EW,NA,NA,NA,2.8,1.8,3.3,CA,NA,NA,NA,5.6,6.7,6.8,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,12.2,9.1,AP,NA,NA,NA,14,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1316,LTER1,OR,T2,Poc,0,36,0,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2,1.3,AP,NA,R,Recruitment,2.3,2.3,1.5,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1317,LTER1,OR,T2,Poc,0.03,79,0,3,2,2,HA,NA,NA,NA,NA,NA,NA,EW,Fu1,NA,Fusion1,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1318,LTER1,OR,T2,Poc,0.04,54,0,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,10.5,7.2,AP,NA,NA,NA,9.5,7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1319,LTER1,OR,T2,Poc,0.05,77,0,6,5,3.5,HA,NA,NA,NA,13.7,13.4,6.4,EW,Fu1,NA,Fusion1,12,9.6,12.5,CA,NA,NA,NA,7.7,6.5,5.4,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,10.7,11.3,AP,NA,NA,NA,12,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1320,LTER1,OR,T2,Poc,0.06,84,0,6,5.5,5.8,HA,NA,NA,NA,NA,NA,NA,EW,Fu1,NA,Fusion1,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1321,LTER1,OR,T2,Poc,0.07,12,135,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.6,1.3,AP,NA,R,Recruitment,3,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1322,LTER1,OR,T2,Poc,0.08,44,0,3.5,3.4,2,HA,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1323,LTER1,OR,T2,Por,0.09,39,3.5,NA,NA,NA,HA,NA,NA,NA,2.1,1.5,0.6,EW,R,NA,Recruitment,3.9,2.9,2.5,CA,NA,NA,NA,9.5,9.4,8.1,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AP,D,D,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1324,LTER1,OR,T2,Poc,0.09,7,28,4.5,4,4,HA,NA,NA,NA,8,8,5.4,EW,NA,NA,NA,8.4,6.5,6.9,CA,NA,NA,NA,15.6,12.2,8.6,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17.5,9.9,AP,NA,NA,NA,17,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1325,LTER1,OR,T2,Poc,0.1,13,22.9,NA,NA,NA,HA,NA,NA,NA,7,5.1,5.1,EW,NA,NA,NA,8.1,5.4,6.3,CA,NA,NA,NA,7.9,4.1,5,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AP,D,D,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1326,LTER1,OR,T2,Poc,0.11,55,0,3,3,1,HA,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327,LTER1,OR,T2,Poc,0.11,36,12,5.8,4.5,6,HA,NA,NA,NA,7.3,5.4,7,EW,NA,NA,NA,NA,NA,NA,CA,D,NA,Death,NA,NA,NA,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1328,LTER1,OR,T2,Poc,0.13,26,16,9.5,11,12,HA,NA,NA,NA,13.9,13.9,10.1,EW,NA,NA,NA,14.1,18.9,16.7,CA,NA,NA,NA,NA,NA,NA,DC,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329,LTER1,OR,T2,Poc,0.13,99,12,4.5,4.5,4,HA,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330,LTER1,OR,T2,Por,0.13,54,0,6.5,6,6.2,HA,NA,NA,NA,7.1,7.6,7.7,EW,NA,NA,NA,12.2,7.1,10.2,CA,NA,NA,NA,14.5,12.1,12.5,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,15.7,13.9,AP,NA,NA,NA,9,17.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
